Complexity,Loss,Equation
1,0.00010220531,"0.00671067"
3,7.6670214e-5,"(x0 * 0.25252074)"
5,5.277434e-5,"(x0 / (x1 + 2.2428482))"
7,4.8931073e-19,"(x2 / ((x2 / x0) + x1))"
