,0,1,2,3
336,0.6329362,-2.412604,0.84492046,-73.9983
337,0.2425685,0.0054105306,-1.40257,-1.5780133
338,0.17287509,0.36393195,-1.5087028,-0.022056803
339,0.436721,-1.466874,-0.5157986,-23.055876
340,0.900551,0.31504154,-1.4912927,-0.7441839
341,0.15285705,-0.13054243,-1.4000543,-1.6063699
342,0.734257,0.19063033,-1.4282908,-2.7062342
343,0.9794184,-2.0588524,0.45827433,-149.00731
344,0.7772559,0.33510113,-1.4825201,-0.5567173
345,0.51806027,-0.6571029,-1.0795565,-13.702664
346,0.53518957,-1.1898131,-0.38406834,-25.998106
347,0.68233967,0.096340105,-1.418749,-3.878279
348,0.16412283,0.3403325,-1.480742,-0.022041664
349,0.5780433,-1.1469359,-0.53446645,-29.05588
350,0.109297276,0.19320907,-1.354846,-0.044406995
351,0.6490015,-0.4783728,-0.932967,-15.148584
352,0.8757936,0.34443793,-1.4957093,-0.27983415
353,0.5137446,-0.15708603,-1.304473,-5.7511783
354,0.4480408,-0.95799726,-0.5511767,-14.398663
355,0.5258001,0.3320445,-1.4797387,-0.33258522
356,0.7791045,0.2581946,-1.4619973,-1.7974676
357,0.76424104,-0.71400845,-0.8980239,-29.268938
358,0.7672816,-0.70093167,-1.3473692,-22.312181
359,0.35300872,0.32264662,-1.4839987,-0.37768853
360,0.74025834,0.2945704,-1.4614103,-1.0865415
361,0.697246,-2.2938063,0.65412396,-84.639465
362,0.46371388,-0.8312092,-0.66052955,-13.646714
363,0.048522342,0.0046361913,-1.3877524,-0.13995694
364,0.7575869,0.246206,-1.4644544,-1.8727688
365,0.2311956,-1.1573725,-0.4362874,-4.6210656
366,0.038232844,-1.7603998,0.14163479,0.5534383
367,0.98932135,0.3442784,-1.4982451,-0.93639314
368,0.8750456,0.097310476,-1.423702,-4.8074584
369,0.89103127,-0.011909748,-1.4008597,-7.260793
370,0.3443428,0.3234784,-1.4885018,-0.37685502
371,0.20660912,-0.329761,-1.3907095,-2.8986099
372,0.015469193,0.09553646,-1.4116614,0.0047706515
373,0.7064568,-0.62538046,-0.8642545,-22.966497
374,0.59368247,-0.4724121,-1.0538058,-12.514097
375,0.15236005,-0.7149576,-0.7451861,-1.48921
376,0.68970966,-2.4564397,0.551348,-85.33334
377,0.95861197,0.3444484,-1.4870967,-0.576794
378,0.5082877,-0.2078453,-1.2157184,-6.171863
379,0.5421427,-2.3624096,0.23799057,-53.531963
380,0.28902575,-1.0538775,-0.90968376,-8.761558
381,0.013438569,0.23297825,-1.4230322,0.02479197
382,0.6175676,0.3295482,-1.4989992,-0.34574735
383,0.34214982,0.21454951,-1.4329196,-1.0491904
384,0.13463773,0.15680514,-1.424177,-0.48684943
385,0.9215574,0.10371422,-1.2888023,-6.234978
386,0.11714317,-0.039808676,-1.4023325,-0.92438006
387,0.10362595,-2.1171398,0.337482,-2.2245114
388,0.012723373,0.30323222,-1.4727194,0.046078697
389,0.61206436,-2.017427,0.067959964,-56.698154
390,0.81991476,-1.9864491,-0.2385618,-87.93508
391,0.2524043,0.1669652,-1.4303406,-0.85030675
392,0.10950512,0.3221476,-1.4779682,-0.006305799
393,0.56101173,0.08834596,-1.4166164,-3.4331162
394,0.073026374,0.29155576,-1.4701806,-0.046433315
395,0.52424586,-2.46626,0.8540829,-52.00424
396,0.8524748,-2.522556,0.6383211,-127.76084
397,0.33207607,-1.029062,-0.53590155,-8.451389
398,0.6318602,-0.337051,-1.4156743,-10.680903
399,0.16215466,0.32831016,-1.4979894,-0.11786686
400,0.7585192,0.21869412,-1.4433477,-2.3540356
401,0.09585296,-0.09834306,-1.400597,-0.58711207
402,0.08631026,0.15092057,-1.4219635,-0.33763146
403,0.5899577,0.30007058,-1.4688859,-0.6367787
404,0.07661485,0.33960208,-1.4822974,0.074956074
405,0.4564139,-2.8012571,1.3225596,-44.964615
406,0.32025206,-0.6550366,-1.4026394,-7.50372
407,0.8427276,0.34135455,-1.4906703,-0.36172903
408,0.75924957,-2.8544042,1.3763032,-124.87205
409,0.72539645,-0.13104075,-1.398738,-8.122272
410,0.8615945,-0.30971166,-1.4150175,-13.524188
411,0.10946261,-0.7917469,-0.7383484,-0.7442634
412,0.870632,-0.18649663,-1.1474556,-14.0252
413,0.01953957,-0.07929309,-1.2905836,0.028194085
414,0.23688407,0.327268,-1.4603186,0.00086571276
415,0.6201468,-0.0876132,-1.2934556,-6.5589347
416,0.14256607,-1.4910375,-0.18047096,-2.436043
417,0.40923372,0.3442328,-1.4901828,-0.09173904
418,0.79549176,0.15874313,-1.4302645,-3.4932082
419,0.7538863,-1.9932512,0.37074208,-86.759575
420,0.5582227,-1.7614172,-0.4869616,-41.471577
421,0.80814785,-2.7908137,1.2518,-136.38844
422,0.23793314,0.23757264,-1.4475431,-0.45474005
423,0.53972036,-1.0071558,-1.305007,-20.78334
424,0.007612679,0.106910564,-1.4133016,0.043942228
425,0.47408938,-0.049524564,-1.3928457,-4.0826707
426,0.74666864,-0.13236092,-1.3718723,-8.561138
427,0.24000601,-1.5834711,-0.9318442,-9.526859
428,0.94093317,0.36357847,-1.5190468,0.05822052
429,0.84204656,-2.25172,0.6884513,-122.19637
430,0.11697986,-2.4553916,0.831379,-2.7171962
431,0.53195256,0.3330921,-1.4971808,-0.45152557
432,0.34910125,-0.86755294,-1.288613,-10.192474
433,0.82658577,0.35422796,-1.5121211,-0.11998783
434,0.47631127,0.18330233,-1.4323137,-1.6476873
435,0.2880637,0.017706502,-1.403087,-1.9456574
436,0.9889167,-1.585384,-0.12774427,-110.94425
437,0.7503373,-2.7138941,1.0886198,-113.387955
438,0.7241809,-0.8462423,-1.3430936,-25.169096
439,0.4626282,-3.1083994,1.7061589,-50.656956
440,0.89176816,0.054686435,-1.3799279,-6.065602
441,0.5956948,-1.6838927,-0.37568304,-44.7914
442,0.99947685,0.32811424,-1.4912668,-1.4815964
443,0.5351127,-0.32139602,-1.4158618,-8.713374
444,0.20598188,-1.6995114,-0.3107054,-6.547275
445,0.2254122,-2.4360015,0.79346436,-9.786103
446,0.099876605,-0.37864482,-1.3840665,-0.7984016
447,0.7985062,0.27749225,-1.4049293,-1.7122349
448,0.9295891,-2.5079916,0.97213125,-164.38551
449,0.73860776,0.29575145,-1.4645658,-1.0597581
450,0.7023265,0.025590058,-1.3713801,-5.3142266
451,0.03630401,-0.30961597,-1.0432471,-0.11225258
452,0.28616038,0.35087836,-1.5015904,-0.16076528
453,0.9924103,-0.5767201,-1.2152491,-29.531939
454,0.41483614,0.32031664,-1.4911231,-0.3339218
455,0.16699149,0.35686657,-1.5109513,-0.05264412
456,0.54137236,0.33429697,-1.488393,-0.4251188
457,0.14815313,-1.3419272,-0.24897636,-2.13218
458,0.5041226,-1.9795023,0.23606728,-38.92145
459,0.2715784,-0.20568609,-1.264138,-2.2655635
460,0.4315682,-2.1440659,0.5290299,-31.020092
461,0.46416107,0.3643532,-1.5088875,0.16096605
462,0.8090668,-2.7994561,1.2398456,-136.39653
463,0.8437462,-0.0071349144,-1.3201026,-7.418801
464,0.59697455,-0.76970404,-0.8786446,-19.92761
465,0.7738196,0.2808009,-1.4658079,-1.4107975
466,0.5630662,-0.39995417,-1.1420617,-10.51084
467,0.34759232,0.024979806,-1.405826,-2.5500453
468,0.9418692,-1.3087319,-1.1336573,-56.352444
469,0.9830622,-0.93458444,-1.1857725,-42.931263
470,0.3381811,0.32378837,-1.4842898,-0.36759055
471,0.41556606,-1.3476086,-0.3741321,-18.3329
472,0.2487072,-0.44885746,-1.3446249,-3.9487286
473,0.9937033,-2.380936,0.8397673,-177.32143
474,0.17431347,-2.0426464,0.33035293,-4.8900123
475,0.99368125,-0.056857094,-1.3615664,-10.834422
476,0.15081368,0.023167497,-1.4070851,-0.98820305
477,0.3804227,-2.0413964,0.378627,-22.942465
478,0.3420552,-0.24980155,-1.4056109,-4.5452895
479,0.43961903,0.089296326,-1.4173782,-2.477656
480,0.869476,0.3105961,-1.4605823,-0.94676816
481,0.451403,0.24880412,-1.4472846,-0.8665379
482,0.75500816,0.18771663,-1.4313192,-2.8466384
483,0.62602514,0.03560134,-1.4097599,-4.410565
484,0.4605723,0.086366914,-1.3199619,-1.8905548
485,0.45117933,-0.9299009,-0.5767221,-14.205479
486,0.10853183,-1.9057814,-0.22765315,-3.013569
487,0.25529456,-0.40147287,-0.9826259,-1.9035882
488,0.3210456,-1.7177467,-0.14112628,-14.890338
489,0.12788899,-1.3334574,-1.0025703,-2.585177
490,0.9586739,-0.09583692,-1.3913112,-10.392546
491,0.17702672,-0.6416696,-1.3972428,-2.8872175
492,0.3863326,-0.84828895,-1.2188565,-11.30271
493,0.92143106,0.30575213,-1.4701157,-1.0123533
494,0.18942082,-0.49752513,-1.4014868,-2.851371
495,0.7119985,-0.96721315,-0.55088645,-37.030422
496,0.18434808,-0.12579094,-1.3964988,-1.7797076
497,0.6632411,-0.6711227,-1.392209,-18.264997
498,0.2287999,0.3651087,-1.5156788,0.02934052
499,0.24541084,-2.768991,1.2206309,-13.154203
500,0.5657433,-1.6660155,-0.85281384,-38.552334
501,0.3718429,-0.52522105,-1.0072103,-6.290639
502,0.92866033,0.09046841,-1.2930909,-6.580547
503,0.9829281,-1.0605938,-1.2693806,-45.3521
